name,태그,text
y2mate.com - Statistical questions Data and statistics 6th grade Khan Academy_720pFH.txt,"[23, 22, 24]","우리가 통계의 세계를 탐험하기 시작하면서, '통계라는 단어가 실제로 무엇을 의미하는지'를 스스로에게 묻는 것이 가치가 있습니다. 통계는 기본적으로 당신이 데이터로 할 수 있는 여러가지 일들을 포괄하는 매우 넓은 범주입니다. 그래서 대체로 데이터를 다루며, 데이터를 수집합니다. 그게 데이터를 수집하는 것을 의미하죠. 당신은 데이터를 테이블이나 차트로 표시할 수 있고, 숫자 목록이나 다른 방식으로도 할 수 있습니다. 데이터를 분석하는 것도 포함됩니다. 데이커를 분석하고, 표시하고, 분석하는 것입니다. 그러니까 이 모든 클래스들은, 당신이 데이터로 했거나 할 수 있는 모든 것들이, 질문에 대답하거나 무슨 일이 벌어지고 있는지 알아보거나 또는 단지 세상에 대해 배우기 위해 통계라고 부릅니다.

통계에서 중요하게 다뤄지는 개념 중 하나는 다양성, 즉 변동성입니다. 매일 사용하는 언어에서 변동성은 어떤 것이 얼마나 변하는지, 얼마나 달라지는지를 의미합니다. 그리고 이 개념은 통계에서도 마찬가지입니다. 통계에서 변동성은 데이터 포인트들이 서로 얼마나 다른지, 어느 정도로 변하는지를 의미합니다.

예를 들어 당신이 5명에게 가서 ""어제 벽돌을 몇 개 먹었니?""라고 묻는다고 상상해봅시다. 각각의 사람들이 말하기를, ""나는 벽돌을 전혀 먹지 않아. 그럴 줄 모르겠어, 나는 벽돌 0개 먹었어."" 그 다음 사람도 0개, 그 다음 사람도 0개, 네 번째 사람도 0개, 그리고 다섯 번째 사람도 0개입니다. 공평하게 말하면, 이것들이 우리의 데이터 포인트였고, 단지 그들에게 벽돌을 얼마나 먹었는지 물어보는 것 만으로도 통계학을 적용한 것입니다. 

그러나 이제 그들에게 어제 포도를 몇 개 먹었는지 묻습니다. 첫 번째 사람은 ""나는 포도를 하나도 안 먹었어""라고 말하지만, 다음 사람은 ""나는 포도로 살아가. 나는 235개를 먹었어."" 그리고 다음 사람은 ""네, 나는 포도를 좋아해. 나는 17개를 먹었어."" 그 다음 사람은 5개를 먹었다고 말하고, 그 다음 사람은 더 큰 폭으로 포도를 생활의 일부로 만들면서, 그들은 318개를 먹었습니다. 

그런 다음 이 두 데이터 세트, 하나는 어제 누군가가 먹은 벽돌의 수, 다른 하나는 어제 그들이 먹은 포도의 수를 보면, 여기에 변동성이 더 많다는 것을 바로 볼 수 있습니다. 이 모든 데이터 포인트들은 0인 반면, 이들은 데이터 포인트에서 데이터 포인트로 상당히 많이 변합니다. 그래서 우리는 어느 정도 이해를 하게 되는데... 이 데이터 세트에는 더 많은 변동성이 있다는 것을 말이죠.

우리가 통계에서 자주하는 것 중 하나는 얼마나 많은 변동성이 있고, 그것을 어떻게 정량화할 수 있고, 그에 대한 숫자를 내놓을 수 있고, 변동성을 어떻게 측정할 수 있을까? 이것이 통계의 큰 부분입니다. 하지만 이 영상에서는 그렇게 하지 않겠습니다. 그것을 위한 미래의 비디오가 있습니다. 하지만 통계의 세계로 들어가면서, 우리는 언제부터 우리의 머리가 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 하루 종일, 변동성을 측정하는 것과 변동성의 메트릭을 찾는 것에 대한 도구를 사용하는 것에 대해 더 생각해 보는 것이 언제인지 생각해 보아야 할 것입니다. 그래서 우리가 스스로에게 물어봐야 할 질문은 세상에 어떤 질문들이 통계적인 질문인가 입니다? 그러니까 통계적인, 통계적인 질문들입니다.

해답을 얻기 위해 변동성을 가진 데이터를 수집해야 하는 그런 질문들에게 우리는 통계 도구를 들고 나가야 합니다. 가능한 한 생각해 볼 수 있는 한 가지 방법은 이러한 질문들은 그것들에 대답하기 위해 변동성을 가진 데이터를 수집해야 하는 질문들입니다. 그리고 내 필기를 위해 사과드립니다. 변동성을 가진 데이터 - 이것은 W-I-T-H, 변동성을 가진 데이터를 의미합니다.

그래서 당신은 말하기를, ""좋아, 이해되긴 하지만 구체적인 예를 보여줄 수 있는 통계적인 질문과 통계적이지 않은 질문이 무엇인지 알고 싶어."" 난 이것이 합당하다고 말하고, 일부 예를 살펴보겠습니다. 그래서 여기에 6개의 질문이 있고, 나가 그것을 직접 하는 것을 권장합니다. 이들 중 어떤 것들이 통계적인 것이고, 어떤 것들이 통계적이지 않은지 생각해 보십시오.

우선 첫 번째 질문인 ""내 애완용 자몽이 얼마나 무겁습니까?""는 먼저 애완자몽을 갖고 있는 것 자체가 이상하지만, 이것이 통계적인 질문인가요? 대답하기 위해 어떤 것을 해야 할까요? 나는 나의 애완 자몽을 집어야 하고, 그것을 무게를 재고 그것을 적어야 합니다. 그에 따라 나는 데이터를 수집하고 있기 때문에 통계학을 건드리고 있다고 주장할 수 있을지도 모릅니다. 그러나 나는 단 한 개의 데이터 포인트만 얻고 있습니다. 자몽이 한 파운드 무게라면 변동성이 없습니다. 변동성이 있다는 것은 여러 데이터 포인트가 있어야 하며, 최소한 변할 가능성이 있어야 합니다. 따라서 이것은 통계적인 질문이 아닙니다. 나는 단지 한 개의 데이터 포인트를 수집합니다.

다음 질문인 ""월요일 아침에 주차장에는 평균적으로 얼마나 많은 차량이 있습니까?""는 어떨까요? 이것이 통계적인 질문인지 아닌지에 대해 생각해보기 위해서는 당신이 그 질문에 대답하기 위해 무엇을 해야하는지만 생각하면 됩니다. 나는 각 월요일 아침마다 주차장에 가서 차량의 수를 측정해야 합니다. 첫 월요일 아침에는 차량이 50대 있을 수 있고, 다음 월요일 아침에는 49대, 그 다음 월요일에는 또 다시 50대, 그 다음 월요일 아침에는 63대가 될 수도 있습니다. 여기서 나는 이 질문에 대답하기 위해 여러 개의 데이터 포인트를 수집하고 있습니다. 그리고 변동성이 있을 가능성이 있는지, 즉 변동이 있을 가능성이 있는지를 생각해 보아야 합니다. 이것은 통계적인 질음입니다.

다음 질문인 ""나는 배고픈가?"", 이것은 중요한 질문입니다. 배가 고프거나 아닌지를 따져보는 것은 통계학적인 질문이 아닙니다. 변동성을 가진 데이터를 수집할 필요가 없기 때문입니다. 이것은 통계적이지 않은 질문입니다. 

나의 어머니가 얼마나 많은 이를 가지고 있는가? 이것을 판단하려면, 내가 어머니를 찾아가 그녀에게 입을 벌리고 그녀의 입에 있는 이를 세어야 합니다. 그때 나는 30이라는 숫자를 얻을 수 있습니다. 그러면 이것은 나의 애완용 자몽이 얼마나 무겁습니까? 나는 한 개의 데이터 포인트를 수집해야 하지만, 한 개의 데이터 포인트는 변동성을 가질 수 없습니다. 즉, 나는 데이터를 수집하지 않는다는 것입니다. 변동성을 가진 데이터를 수집하지 않으면 통계적인에서는 통계적이지 않습니다. 나의 알려진 모든 어머니들이 평균적으로 얼마나 많은 이를 가지고 있는지, 또는 알려진 어머니들이 가지고 있는 이의 수의 범위가 어떤지에 대한 질문이라면 그것은 통계적이 될 것이지만, 이것은 단 한 개의 데이터 포인트
을 기준으로 하므로 통계적이지 않습니다.

나의 가족 구성원들이 연간 식사에 얼마나 많은 시간을 할애하나? 이것은 무엇을 해야 할 지를 생각해보면, 나는 처음으로 나의 가족 구성원들을 관찰하거나 조사해야 합니다. 나의 엄마, 부인, 자녀들, 그리고 이모, 삼촌, 누나 등을 보고, 내가 매일 얼마나 많이 먹는지 물어봐야 합니다. 그리고 나는 모두 더해 그들이 1년 동안 얼마나 많이 먹었는지를 알아냅니다.

따라서 나는 이 질문에 대답하기 위해 각 가족 구성원들의 여러 데이터 포인트를 수집할 것이며, 그들 간에 변동성이 있을 가능성이 크다는 것도 분명합니다. 나는 확실히 변동성을 가진 데이터를 수집하여 이 질문에 답할 것입니다. 그러므로 이것은 통계적인 질문입니다.

마지막으로 ""나는 스타워즈를 몇 번 보았나?""라는 질문이 있습니다. 이것은 ""내 어머니가 얼마나 많은 이를 가지고 있는가?""나 ""내 애완 자몽이 얼마나 무겁니까?""와 같은 질문과 아주 비슷합니다. 나는 스타워즈를 몇 번 관람했는지 세어보기만 하면 됩니다. 그럼 나는 단지 한 개의 데이터 포인트를 얻을 것입니다. 그래서 변동성은 없습니다. 만약 내가 평균적으로 나의 동료들이 스타워즈를 몇 번 관람했는지에 대한 질문이라면, 나는 변동성을 가진 데이터를 수집해야 하며, 동료들이 다양한 횟수로 관람했을 가능성이 있습니다. 그러나 이 질문에 대답하기 위해 나는 단지 한 개의 데이터 포인트를 수집해야 하므로, 그것은 통계적이지 않은 질문입니다."
y2mate.com - Subtracting 1 vs subtracting 10 Addition and subtraction within 100 2nd grade Khan Academy_v720P.txt,"[1, 2]","제가 원하는건 비디오를 일시 중지하고, 27에서 1을 빼면 얼마가 되는지, 그 다음에 27에서 10을 빼면 얼마가 되는지 생각해보는 것입니다. 알겠죠? 상당히 간단하게 찾아내셨을 수도 있습니다만, 저는 자릿값 관점에서 생각해보고 싶습니다. 그러니까, 집중해주세요. 27이죠. 27은 십의 자리가 2이기에, 이 2는 2개의 10이라는 의미이며, 여기에 그것이 나타나 있습니다. 여기 2개의 10이죠. 그리고 1의 자리가 7이어서, 7개의 1이 있습니다. 이 7개의 1들은 바로 여기에 있습니다. 계속해서 1을 빼보겠습니다. 1을 빼는건 글자 그대로 어떤 수의 1의 자리에서 1을 빼는 것입니다. 그럼 이제 1을 빼봅시다. 단지 1을 이렇게 빼주면 됩니다. 그러면 남은게 뭐죠? 여전히 2개의 10을 가졌으니, 십의 자리에 2를 둘 수 있습니다. 그러니 십의 자리에 여전히 2를 가지고 있죠. 그리고 이제 1의 자리 수는 몇개가 되죠? 원래 7이었는데 1을 빼니까, 이제 1의 자리에 6을 가지고 있습니다. 그러므로 이제는 여전히 1의 자리에 6개가 있습니다. 2개의 10과.. 6개의 1. 이걸 우리는 26이라고 합니다. 
이제 27에서 10을 빼는 것을 생각해봅시다. 여전히 2개의 10과 7개의 1이 있는 상태에서, 이제는 1의 자리 수 어느 것도 안 빼고, 대신에 10 하나를 뺄 것입니다. 10이란 글자 그대로 10의 하나라는걸 기억하세요. 저도 똑같은 수를 말하고 있지만, 여러분들에게 자릿값을 이해하는 것의 중요성을 알릴려고 합니다. 이게 십의 자리고, 거기에 글자 그대로 1인 수를 가지고 있습니다. 이제 10 하나를 뺄 겁니다. 0개의 1. 이 10을 지워봅시다. 하지만 사라져야 할 10을 지워보겠습니다. 저는 이번엔 다른 색으로 표시하겠습니다. 이렇게 지울 수 있죠. 그러면 남은 수는 뭘까요? 십의 자리 수는 몇개나 남았죠? 이제 남은 건 10 한 set뿐입니다. 십의 자리에는 하나의 10이 있다. 1의 자리 수는 몇개나 남았을까요? 1의 자리 수는 여전히 7개입니다. 1의 자리엔 여전히 7이 있습니다. 그러니 27에서 10을 빼면 10 하나와 1이 7개 있어서, 17이 됩니다. 또다른 접근 방법은, 당신이 번거롭게 생각하는 대신에, 1을 빼면 1의 자리에서 하나를 줄임으로써 27에서 26이 되지만, 만약 10을 빼면, 십의 자리에서 빠져나가니까 2에서 1으로 줄게됩니다. 27에서 17로 변경하게 됩니다. 1의 자리 수는 바뀌지 않습니다. 감사합니다.
"
y2mate.com - Subtracting 14 6 Addition and subtraction within 20 Early Math Khan Academy_720pFH.txt,"[0, 2, 1]","14에서 2를 빼는 것이 무엇인지 계산해 봅시다. 그 다음에는 14에서 4를 빼는 것이 무엇인지, 그리고 14에서 6을 빼는 것이 무엇인지 구해봅시다. 그런 다음에 이 비디오를 잠시 정지하고 먼저 계산해 보세요. 아마도 시도해 봤을 거라고 생각합니다. 이제 생각해봅시다. 숫자 14는 자체적으로 쓰여 있다고 해서 우리는 그것이 10개의 그룹이 될 거라는 것을 알 수 있습니다. 이것이 우리에게 말해주는 것입니다. 그리고 또 다른 네 개의 1이 있습니다. 그럼 이것이 14가 맞는 지 확인해 보겠습니다. 이렇게 여기 아래에 14 개의 오브젝트가 있는지 확인해 봅시다. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10. 그래서 우리는 확실히 10개의 그룹을 가지고 있습니다. 그리고 우리는 여기 10개의 그룹을 가지고 있습니다. 그래서 이게 나의 10개의 그룹입니다. 그러면 이것을 박스로 묶어 보겠습니다. 그러면 나는 10개의 그룹을 가지게 됩니다. 그 다음으로는 몇 개의 1을 가지고 있는가? 1, 2, 3, 4. 나는 4개의 1을 가지고 있다. 그래서 이것은 실제로 14다. 지금 가지고 있는 이것이다. 여기 있고, 이것이 이 10을 나타냅니다. 한 그룹의 10이다. 이것은 한 그룹의 10입니다. 그래서 그것을 적어 보겠습니다. 10의 그룹. 그런 다음에 우리는 네 개의 1을 가지고 있다. 네 개, 네 개, 아마 우리는 이렇게 네 개의 1을 가지고 있다고 말할 수 있겠다. 그러니 이것은 실제로 14입니다. 이제 이것들을 각각 살펴보겠습니다. 14에서 2를 뺀 것은 무엇인가요? 잘, 우리는 2개를 뺄 수 있습니다. 하나를 빼고, 둘을 빼고, 그런 다음 나머지는 몇 개인가요? 우리는 여전히 한 그룹의 10을 가지고 있기 때문에 한 다음에 얼마나 많은 1이 남아있는가요? 남아있는 이들은 두 개입니다. 남아있는 두 개의 1이 있습니다. 하나, 둘. 그래서 우리는 12로 남게 될 것입니다. 그럼 14에서 4를 빼면 어떻게 될까요? 이것을 지워 보겠습니다. 지워, 지워. 이렇게 하면 될 것 같습니다. 그러면 이것을 없애고, 그래서 14에서 4를 빼면 어떻게 될까요?그래서 지금 나는 1을 빼고, 2를 빼고, 3을 빼고, 4를 빼보겠습니다. 그래서 나는 본질적으로 모든 4개의 1을 빼버렸습니다. 그럼 어떤 것이 남게 되나요? 잘, 나는 여전히 나의 10의 그룹을 가지고 있다. 나는 여전히 나의 10의 그룹을 가지고 있다. 그리고 남아 있는 1이 점점 없어지고 있다. 나는 더 이상 1을 가지고 있지 않다. 그래서 나는 이제 0의 1을 가지고 있었고, 그래서 14에서 4를 빼는 것은 10입니다. 그리고 그것이 의미가 있습니다. 14는 10에 4를 더한 것이고, 이제 우리는 4를 빼서 10을 얻습니다. 이것을 써 보겠습니다. 이것은 같은 것입니다. 14는 10에 4를 더한 것입니다. 이것이 14이고, 그런 다음 우리는 4를 뺀다. 그리고 나서 우리는 4를 빼는 것입니다. 그래서 10에 4를 더하고 4를 빼면, 잘, 4에서 4를 뺄 것입니다... 그 결과 0이 될 것입니다. 당신은 10에 0을 더한 것이라 호 처럼 남게 될 것입니다. 우리는 여기서도 같은 것을 할 수 있습니다. 이것은 같다.14는 10과 4를 더한 것입니다. 그리고 나서 우리는 2를 뺀다. 그리고 나서 우리는 2를 뺀다. 그래서 우리는 10에 4에서 2를 뺀 것인 2를 더하게 됩니다. 그래서 우리는 바로 여기에 있던 것을 얻게 됩니다. 이것을 매우 명확하게 하게 해 보겠습니다. 이것은 2로 간단화된다. 이것은 이 바로 여기에 있는 2다. 이것은 0으로 간단화 됩니다. 이것은 이 바로 여기에 있는 0 입니다. 이제 마지막으로 해봅시다. 14에서 6을 빼면 어떻게 될까요? 잘, 우리는 1을 빼고, 2를 빼고, 3을 빼고, 4를 빼고, 그리고 5와 6를 빼게 됩니다. 그래서 이제 우리는 10의 그룹을 손상시켰습니다. 그래서 이것은 한 자리 수가 될 것입니다. 그리고 우리는 남는 것이 1, 2, 3, 4, 5, 6, 7, 8입니다. 그러니 이것은 8에 동일할 것입니다. 그리고 우리는 모두 끝났습니다."
y2mate.com - Subtracting multi digit numbers with regrouping_720pFH.txt,[2],"이 비디오에서 우리가 할 것은 389,002에서 76,151을 빼는 것입니다. 항상 그렇듯이, 비디오를 일시정지하고 스스로 해결해 보는 것을 권장합니다. 그게 실제로, 당신이 스스로 해결하지 못하더라도, 제가 제공하는 답변과 다른 답변을 얻었다면, 그것이 당신의 뇌에 더 강하게 남을 것입니다. 그럼 이제 함께 해결해 봅시다. 저는 대신에 표준 방법이나 표준 알고리즘을 사용할 것입니다. 알고리즘이란 방법을 의미하는 고급어입니다. 그럼 이제 제 해결 방법부터 시작하겠습니다. 먼저 389,002를 써 보겠습니다. 그러니까 389,002입니다. 그리고 76,151을 뺍니다. 핵심은 수의 자리를 올바르게 맞추는 것입니다. 일의 자리는 일의 자리 밑에, 십의 자리는 십의 자리 밑에, 백의 자리는 백의 자리 밑에, 천의 자리는 천의 자리 밑에, 만의 자리는 만의 자리 밑에 맞춰보십시오. 그리고 이제 뺄셈을 시작할 준비가 되었습니다. 먼저 일의 자리를 보겠습니다. 여기서 두 개의 일이 있고, 한 개의 일을 빼면, 한 개의 일이 남습니다. 이는 매우 간단합니다. 그런데 십의 자리를 도착하면 좀 더 어려워집니다. 이를테면, 어떻게 0의 십에서 5의 십을 빼야 할까요? 일단 이 문제는 잠시 두고 백의 자리에 대해 생각해 보겠습니다. 어떻게 0의 백에서 1의 백을 뺄 수 있을까요? 천의 자리로 가보면, 9의 천에서 6의 천을 빼낼 수 있습니다. 그러나 그것을 하기 전에, 여기서 0을 없애고 백과 십의 자리를 뺄 수 있게 재그룹화할 것입니다. 그래서 할 수있는 것은, 9의 천을 다시 쓰고, 그중 1의 천을 빼서 8의 천을 만들어주고, 그 1의 천을 10백으로 재그룹화하는 것입니다. 이렇게 하면 십의 자리를 제외한 모든 것은 해결이 되는 것입니다. 그 다음 제가 할 수 있는 것은, 백의 자리에서 1의 백을 빼 냄으로써 9백이 되고, 그 추가 백을 10의 십으로 재그룹화할 수 있습니다. 그러면 십의 자리에서, 10의 십에서 5의 십을 빼면 5의 십이 남게 됩니다. 백의 자리에 갑니다 900에서 100를 빼면 800이 됩니다. 천의 자리에 도달하면, 8천에서 6천을 빼면 2천이 남습니다. 그 다음으로는 만의 자리를 볼 수 있습니다. 이는 기본적으로 8만, 즉 80,000에서 7만, 즉 70,000을 빼면 1만이 되는 것입니다. 마지막으로, 300,000이 있습니다. 그럼 이제 끝났습니다. 이것이 312,850입니다. 이것이 표준 방법입니다. 일의 자리에서 시작했습니다. 때로는 각 자리에서 뺄 수에 따라 적어도 그것만큼의 자리수가 있는지 확인하는 것이 좋습니다. 그리하여 미리 재그룹화를 할 수 있습니다. 그러나 어느 방법이든 비슷한 과정을 거치게 될 것입니다."
y2mate.com - Subtracting with a number line_v720P.txt,"[2, 0, 11]","우리에게 뺄셈이라고 말해주네요. 17에서 9를 빼라는 것이나 17에서 9를 빼면 어떤 수가 되는지 알아내는 것이라는 것입니다. 그리고 그들은 우리에게 힌트를 줍니다. 숫자선을 사용해서 17에서 9를 빼는 문제를 풀어보라고 조언합니다. 여기서 무슨 일이 벌어진 건지 보실까요? 숫자선에서 17은 바로 이곳입니다. 그리고 보니 그들은 왼쪽 방향으로 9칸을 이동한 것 같네요, 그게 맞는 것이 우리는 뺄셈을 사용하기 때문입니다. 9를 빼고 있습니다. 그러니 이동을 일시중지하고 이 힌트를 이용하여 17에서 9를 뺀 결과가 얼마인지 생각해보세요. 그럼 시작점 17에서 우리가 9칸을 뒤로 가면 어디에 도착하게 될까요? 하나 둘 셋 넷 다섯 여섯 일곱 여덟 아홉. 보시다시피 우리를 10까지 가져왔네요 그리고 두 칸을 더 나아간 것 같습니다. 그러니 이곳이 9, 그리고 이건 8입니다. 그러니 17에서 9를 빼면 8이라는 것입니다. 또 다른 방법으로 표현하면 8은 17에서 9를 뺀 것과 같다는 것을 의미합니다. 그러니 이제 끝났습니다."
y2mate.com - Subtraction using place value blocks_v720P.txt,[2],"이 숫자가 13에서 넷을 빼면 얼마가 되는지 알아보려 합시다. 그러기 위해서, 여기 13개의 블록을 보도록 합시다. 이렇게 설정하면 여기 막대에 10개가 배치된 것을 볼 수 있습니다. 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 십. 이게 바로 13이 맞습니다. 13 이란 다시 말해 한 개의 10과 세 개의 1입니다. 한 개의 10과 한 둘 셋의 1이죠. 따라서 이쪽은 총 13개의 블록입니다. 만약 우리가 4를 뺀다면, 4개의 블록을 빼야 합니다. 그럼 그것을 해봅시다. 이것을 뺄게요, 하나, 둘, 셋, 그리고 이 10의 그룹에서 하나를 빼야합니다. 그래서 남은 것은 몇 개인가요? 잘 보면, 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉이 남았습니다. 그래서 우리는 거기에 아홉을 써넣을 수 있습니다. 다른 방법으로 생각해보면, 세 개를 빼면, 그냥 이 10의 막대만 남게 되고, 그런데 또 하나를 빼야 하니, 그러면 아홉이 남게 됩니다."
y2mate.com - Subtraction with ten frames_v720P.txt,"[2, 0, 11, 22]","그럼 13에서 6을 빼는 것에 대해 생각해봅시다. 이 비디오를 잠시 멈추고 자신이 답을 찾아보세요. 그리고 약간의 힌트를 드리자면, 13을 표현하기 위해 10 프레임을 사용해볼 수 있습니다. 기억하세요, 13이라는 것은 10이 있다는 것, 그리고 그 다음에 3이 더 있다는 것입니다. 그게 바로 13입니다. 하나의 10과 그 다음의 3이 있습니다. 그리고 우리는 기본적으로 6을 빼고 싶습니다. 이 비디오를 잠시 멈추고 그것을 시도해보세요. 

자, 그러면 6을 빼 봅시다. 그 1을 빼 봅시다. 그 1을 뺀 다음에 2, 3, 4, 5, 6을 빼보세요. 그럼 남은 것은 얼마일까요? 음, 이 10 프레임에서 보면, 5와 그 외에 2가 추가로 있는 것을 알 수 있습니다. 그러니까 5와 2를 더하면 7이 되거나, 우리는 5, 6, 7이라고 말할 수 있습니다. 그래서 이것은 결국에는 7이 됩니다."
y2mate.com - Subtraction word problems within 10 Basic addition and subtraction Early Math Khan Academy_v720P.txt,"[1, 2]","산호초에 상어 10마리가 있었습니다. 그리고 우리는 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟, 아홉, 열 마리의 상어가 있다는 것을 알았습니다. 그것은 그들이 우리에게 말한 것처럼입니다. 두 마리의 상어가 떠났습니다. 나는 그들이 헤엄쳐서 떠났다고 말하려고 했습니다. 상어가 몇 마리 남았을까요? 생각해봅시다. 산호초에 상어 10마리가 있었습니다. 그리고 그 중 두 마리가 헤엄쳐서 떠났습니다. 그러면 상어가 몇 마리 남았을까요? 상어가 몇 마리 남았을까요, 10에서 2를 뺀다면 얼마가 될까요? 우리가 상어 10마리의 사진이 있었다면 그 중 하나를 빼고 다시 하나를 뺀다면 얼마나 남을까요? 우리는 하나, 둘, 셋, 넷, 다섯, 여섯, 일곱, 여덟이 남았습니다. 그래서 10에서 2를 빼면, 상어 두 마리를 빼면, 헤엄치며 떠난 두 마리의 상어를 뺀다면 결과는... 8입니다."
y2mate.com - Teens as sums with 10 Place value tens and hundreds Early Math Khan Academy_v720P.txt,"[0, 1, 11, 10]","함께 0부터 19까지 세어봅시다. 그래서 우리는 0, 1, 2, 3, 4, 5, 6, 7, 8, 9를 가집니다. 그리고 이제 두 자리 수로 넘어갑니다. 그리고 그런 다음에 우리는 10, 11, 12, 13, 14, 15, 16으로 넘어가요. 16, 17, 18 그리고 19입니다. 이게 왜 중요한 건가요? 이 모든 것의 핵심은 여기서 패턴을 찾는 것입니다, 특히 이 두 자리 수에서. 우리가 볼 수 있는 것은 이 모든 숫자들, 우리는 이들을 십대라고 생각할 수 있습니다. 그들 모두는, 당신이 보면, 첫 번째 자리가 1인 것을 가지고 있습니다. 그리고 그 1은 우리가 십의 자리라고 부를 법한 곳에 있습니다. 그것은 말 그대로 이 모든 숫자들의 1이 10을 대표한다는 것을 말한다. 그게 무슨 의미인가요? 우리가 여기서 10을 보면, 이것은 이 1이 10을 표현하고, 그리고 이 0은 0개의 1을 표현한다는 것을 뜻합니다. 그래서 10은 10 더하기 0입니다. 당신은 말하죠, 아, 그런데 무슨 대단한것이죠? 어떤 수든 0을 더한다는 것은 그 수를 다시 얻는다는 것을 우리는 이미 알고 있었습니다. 하지만 나머지 수들로 넘어가며 패턴을 알아차릴 수 있을 것입니다. 11은 10 더하기 1과 동일합니다. 이노란색 1이 10을 표현하고, 이분홍색 1은 1을 뜻합니다. 그리고 12입니다. 이노란색 1은 10을 나타내고, 이분홍색 2는 2를 나타냅니다. 아니면 이 노란색 1이 이것이 1개의 10이라는 것을 말한다고 생각할 수 있습니다. 그래서 우리는 바로 10을 가지게 되고, 이것은 두 개의 1입니다. 그리고 이를 계속 해 나갈 수 있습니다. 패턴을 알아챘을 것입니다. 13은 10 더하기 3입니다. 14는 10 더하기 4입니다.  15는 10 더하기 5입니다. 이제 영상을 일시정지하고 나머지를 스스로 완성해보길 권장합니다. 16, 17, 18, 19를 10 더하기 다른 어떤 수로 서술해보세요. 그리고 정말로 여기서 진행되는 패턴을 이해하는 것이 중요합니다. 그렇게 해봅시다. 16은 10 더하기 6입니다. 17은 10 더하기 7입니다. 18은 10 더하기 8입니다. 19는 10 더하기 9입니다. 이렇게 서술하면 명확하게 이 숫자들의 각각 1이 10을 대표하고, 오른쪽의 숫자는 그 많큼의 1을 대표한다는 것이 보입니다."
y2mate.com - Time word problem puzzle Math 3rd grade Khan Academy_v720P.txt,[9],"아멜리아는 오후 12시 56분에 퍼즐을 시작하여 오후 1시 33분에 풀었습니다. 아멜리아가 퍼즐을 푸는 데 얼마나 걸렸을까요? 그래서 우리는 그녀가 오후 12시 56분에 시작하고 오후 1시 33분에 끝난 것을 확인할 수 있습니다. 이 두 시간은 모두 오후이고, 같은 날이라고 가정하겠습니다. 그래서 그것은 아침부터 밤까지 걸리지 않았음을 의미합니다. 둘 다 오후입니다. 그래서 그녀는 오후 12시 56분에 시작했고, 우리는 오후 1시 33분에 그녀가 퍼즐을 끝낸 시간까지 얼마나 걸렸는지 알고 싶습니다. 잘, 오후 12시 56분에서 오후 1시까지 얼마나 걸리는지 알아낼 수 있습니다. 그것은 단지 4분뿐입니다. 오후 12시 56분과 오후 1시 사이에는 4분 밖에 없습니다. 그리고 오후 1시에서 오후 1시 33분까지는 다른 33분이 더 걸립니다. 그래서 아멜리아는 4분 동안 일하고 오후 1시 이후에는 다른 33분 동안 일했습니다. 그녀는 오후 1시 전에 4분, 오후 1시 후에 33분 동안 일했습니다. 그래서 그녀는 퍼즐을 푸는 데 총 37분 동안 일했습니다."
